pergunta,pergunta_alimentacao,pergunta_medicamento,pergunta_controle_glicemico,resposta,resposta_alimentacao,resposta_medicamento,resposta_controle_glicemico,fonte
Qual é o valor de glicemia de jejum recomendado para adultos?,False,False,True,"Metas de jejum de 80–130 mg/dL são recomendadas para a maioria dos adultos, segundo ADA.",False,False,True,https://diabetesjournals.org/care/article/47/Supplement_1/S111/153951/6-Glycemic-Goals-and-Hypoglycemia-Standards-of
Quando devo medir a glicemia pós-prandial?,False,False,True,Recomenda-se medir 1–2 horas após o início da refeição para avaliar o pico glicêmico.,False,False,True,https://diretriz.diabetes.org.br/metas-no-tratamento-do-diabetes/
Qual a meta de HbA1c ideal em pacientes idosos saudáveis?,False,False,True,"Em idosos sem comorbidades, meta de HbA1c entre 7% e 7,5% é considerada segura.",False,False,True,https://diabetesjournals.org/care/article/45/Supplement_1/S83/138927/6-Glycemic-Targets-Standards-of-Medical-Care-in
Como interpretar glicemia capilar de 2 horas pós-refeição?,False,False,True,Valores até 180 mg/dL 2 horas após refeição são geralmente aceitos como adequados.,False,False,True,https://www.mayoclinic.org/drugs-supplements/metformin-oral-route/description/drg-20067074
Quais são os riscos de manter glicemia de jejum acima de 130 mg/dL?,False,False,True,Glicemia >130 mg/dL em jejum aumenta risco cardiovascular e de nefropatia.,False,False,True,https://diabetes.org/health-wellness/medication-treatments
O que é Time in Range (TIR) e qual valor é considerado adequado?,False,False,True,TIR refere-se à porcentagem de leituras entre 70–180 mg/dL; meta >70% para reduzir complicações.,False,False,True,https://diretriz.diabetes.org.br/
Como ajustar planos de refeição para reduzir picos glicêmicos?,False,False,True,Distribuir carboidratos em várias pequenas refeições pode atenuar picos pós-prandiais.,False,False,True,https://www.who.int/news-room/fact-sheets/detail/diabetes
Quais práticas de exercício físico melhoram o controle glicêmico?,False,False,True,"Exercícios aeróbicos de 30 minutos, 5 vezes/semana, melhoram sensibilidade à insulina.",False,False,True,https://pmc.ncbi.nlm.nih.gov/articles/PMC10742594/
Como a contagem de carboidratos auxilia no controle glicêmico?,False,False,True,Cada 15 g de carboidrato corresponde aproximadamente a 1 unidade de insulina rápida para ajuste.,False,False,True,https://diabetesjournals.org/care/article/47/Supplement_1/S111/153951/6-Glycemic-Goals-and-Hypoglycemia-Standards-of
Qual a importância do monitoramento contínuo de glicose (CGM)?,False,False,True,"CGM permite detecção precoce de hipoglicemia e hiperglicemia, otimizando o tratamento.",False,False,True,https://diretriz.diabetes.org.br/metas-no-tratamento-do-diabetes/
Qual é o valor de glicemia de jejum recomendado para adultos?,False,False,True,"Metas de jejum de 80–130 mg/dL são recomendadas para a maioria dos adultos, segundo ADA.",False,False,True,https://diabetesjournals.org/care/article/45/Supplement_1/S83/138927/6-Glycemic-Targets-Standards-of-Medical-Care-in
Quando devo medir a glicemia pós-prandial?,False,False,True,Recomenda-se medir 1–2 horas após o início da refeição para avaliar o pico glicêmico.,False,False,True,https://www.mayoclinic.org/drugs-supplements/metformin-oral-route/description/drg-20067074
Qual a meta de HbA1c ideal em pacientes idosos saudáveis?,False,False,True,"Em idosos sem comorbidades, meta de HbA1c entre 7% e 7,5% é considerada segura.",False,False,True,https://diabetes.org/health-wellness/medication-treatments
Como interpretar glicemia capilar de 2 horas pós-refeição?,False,False,True,Valores até 180 mg/dL 2 horas após refeição são geralmente aceitos como adequados.,False,False,True,https://diretriz.diabetes.org.br/
Quais são os riscos de manter glicemia de jejum acima de 130 mg/dL?,False,False,True,Glicemia >130 mg/dL em jejum aumenta risco cardiovascular e de nefropatia.,False,False,True,https://www.who.int/news-room/fact-sheets/detail/diabetes
O que é Time in Range (TIR) e qual valor é considerado adequado?,False,False,True,TIR refere-se à porcentagem de leituras entre 70–180 mg/dL; meta >70% para reduzir complicações.,False,False,True,https://pmc.ncbi.nlm.nih.gov/articles/PMC10742594/
Como ajustar planos de refeição para reduzir picos glicêmicos?,False,False,True,Distribuir carboidratos em várias pequenas refeições pode atenuar picos pós-prandiais.,False,False,True,https://diabetesjournals.org/care/article/47/Supplement_1/S111/153951/6-Glycemic-Goals-and-Hypoglycemia-Standards-of
Quais práticas de exercício físico melhoram o controle glicêmico?,False,False,True,"Exercícios aeróbicos de 30 minutos, 5 vezes/semana, melhoram sensibilidade à insulina.",False,False,True,https://diretriz.diabetes.org.br/metas-no-tratamento-do-diabetes/
Como a contagem de carboidratos auxilia no controle glicêmico?,False,False,True,Cada 15 g de carboidrato corresponde aproximadamente a 1 unidade de insulina rápida para ajuste.,False,False,True,https://diabetesjournals.org/care/article/45/Supplement_1/S83/138927/6-Glycemic-Targets-Standards-of-Medical-Care-in
Qual a importância do monitoramento contínuo de glicose (CGM)?,False,False,True,"CGM permite detecção precoce de hipoglicemia e hiperglicemia, otimizando o tratamento.",False,False,True,https://www.mayoclinic.org/drugs-supplements/metformin-oral-route/description/drg-20067074
